valence,arousal,dominance
0.439,0.796,0.635
0.333,0.5,0.369
0.417,0.79,0.673
0.698,0.755,0.812
0.5,0.651,0.491
0.344,0.7,0.538
0.65,0.365,0.58
0.25,0.598,0.547
0.908,0.708,0.755
0.379,0.861,0.678
0.62,0.61,0.676
0.594,0.615,0.627
0.595,0.578,0.684
0.564,0.596,0.749
0.381,0.69,0.652
0.292,0.418,0.415
0.75,0.755,0.932
0.5,0.519,0.691
0.429,0.67,0.585
0.562,0.561,0.565
0.224,0.798,0.586
0.448,0.859,0.783
0.392,0.779,0.589
0.271,0.556,0.472
0.448,0.673,0.741
0.312,0.63,0.482
0.306,0.912,0.471
0.316,0.491,0.529
0.24,0.49,0.384
0.224,0.412,0.429
0.271,0.764,0.598
0.541,0.649,0.778
0.552,0.52,0.873
0.333,0.549,0.654
0.385,0.618,0.723
0.552,0.54,0.679
0.408,0.315,0.3
0.281,0.779,0.635
0.344,0.592,0.589
0.708,0.326,0.607
0.573,0.62,0.718
0.594,0.552,0.702
0.643,0.531,0.481
0.43,0.606,0.552
0.408,0.761,0.525
0.26,0.868,0.62
0.447,0.504,0.529
0.21,0.357,0.273
0.49,0.402,0.491
0.24,0.765,0.396
0.615,0.38,0.539
0.052,0.5,0.389
0.25,0.823,0.462
0.341,0.68,0.348
0.327,0.83,0.64
0.133,0.67,0.387
0.156,0.9,0.571
0.427,0.804,0.703
0.5,0.429,0.386
0.396,0.307,0.381
0.52,0.27,0.321
0.776,0.449,0.92
0.628,0.445,0.741
0.417,0.396,0.412
0.453,0.415,0.211
0.354,0.377,0.298
0.908,0.31,0.575
0.427,0.481,0.398
0.5,0.311,0.327
0.56,0.345,0.518
0.51,0.38,0.39
0.448,0.569,0.582
0.627,0.118,0.58
0.802,0.194,0.414
0.615,0.342,0.356
0.663,0.153,0.557
0.812,0.283,0.629
0.583,0.551,0.491
0.51,0.347,0.475
0.571,0.433,0.443
0.604,0.393,0.549
0.52,0.48,0.537
0.582,0.385,0.407
0.442,0.444,0.593
0.684,0.279,0.33
0.606,0.212,0.371
0.561,0.398,0.423
0.561,0.375,0.393
0.663,0.373,0.415
0.48,0.429,0.481
0.653,0.33,0.33
0.459,0.284,0.457
0.684,0.407,0.647
0.552,0.547,0.471
0.292,0.578,0.542
0.24,0.64,0.411
0.677,0.224,0.278
0.719,0.667,0.651
0.51,0.526,0.554
0.459,0.333,0.4
0.542,0.398,0.423
0.571,0.259,0.435
0.448,0.177,0.188
0.012,0.765,0.395
0.112,0.5,0.25
0.05,0.742,0.33
0.156,0.72,0.407
0.487,0.312,0.481
0.785,0.173,0.491
0.106,0.673,0.362
0.396,0.335,0.386
0.667,0.343,0.413
0.615,0.745,0.537
0.714,0.226,0.353
0.667,0.333,0.424
0.677,0.366,0.487
0.792,0.324,0.333
0.552,0.317,0.304
0.531,0.327,0.347
0.908,0.157,0.245
0.719,0.17,0.264
0.812,0.426,0.596
0.878,0.51,0.804
0.823,0.5,0.594
0.625,0.35,0.358
0.281,0.259,0.245
0.438,0.308,0.617
0.59,0.333,0.205
0.277,0.387,0.394
0.47,0.38,0.393
0.604,0.241,0.349
0.548,0.394,0.518
0.531,0.194,0.34
0.48,0.269,0.413
0.616,0.349,0.396
0.552,0.343,0.611
0.417,0.702,0.528
0.083,0.446,0.221
0.333,0.491,0.32
0.792,0.321,0.348
0.53,0.25,0.327
0.734,0.182,0.364
0.42,0.427,0.613
0.51,0.363,0.306
0.802,0.274,0.364
0.844,0.373,0.402
0.469,0.302,0.366
0.646,0.194,0.406
0.16,0.79,0.544
0.229,0.885,0.5
0.385,0.25,0.444
0.469,0.321,0.425
0.146,0.595,0.455
0.441,0.431,0.414
0.062,0.938,0.4
0.255,0.724,0.386
0.1,0.949,0.26
0.094,0.882,0.333
0.284,0.962,0.393
0.5,0.392,0.38
0.719,0.402,0.625
0.542,0.462,0.684
0.653,0.283,0.589
0.448,0.463,0.409
0.144,0.41,0.61
0.303,0.594,0.682
0.594,0.529,0.312
0.552,0.481,0.385
0.622,0.294,0.312
0.673,0.32,0.333
0.451,0.557,0.303
0.57,0.539,0.25
0.438,0.403,0.302
0.656,0.34,0.527
0.481,0.263,0.553
0.493,0.304,0.559
0.63,0.306,0.3
0.52,0.123,0.293
0.633,0.269,0.314
0.521,0.49,0.471
0.421,0.278,0.433
0.448,0.355,0.422
0.417,0.25,0.264
0.459,0.24,0.324
0.615,0.372,0.429
0.479,0.357,0.525
0.542,0.413,0.62
0.459,0.509,0.5
0.562,0.787,0.564
0.792,0.685,0.509
0.573,0.429,0.779
0.875,0.54,0.796
0.417,0.442,0.482
0.406,0.547,0.433
0.426,0.291,0.343
0.49,0.431,0.473
0.51,0.164,0.269
0.576,0.387,0.227
0.479,0.47,0.519
0.437,0.394,0.471
0.568,0.284,0.465
0.549,0.363,0.527
0.156,0.5,0.305
0.188,0.367,0.471
0.673,0.464,0.636
0.479,0.594,0.712
0.154,0.804,0.727
0.771,0.615,0.902
0.146,0.841,0.407
0.122,0.918,0.364
0.167,0.814,0.56
0.45,0.356,0.279
0.443,0.726,0.509
0.5,0.375,0.444
0.188,0.441,0.321
0.092,0.442,0.324
0.037,0.6,0.364
0.604,0.255,0.304
0.66,0.324,0.411
0.551,0.445,0.418
0.25,0.235,0.255
0.615,0.228,0.455
0.552,0.413,0.542
0.5,0.356,0.309
0.5,0.399,0.595
0.812,0.357,0.86
0.903,0.382,0.595
0.76,0.43,0.627
0.51,0.255,0.38
0.49,0.327,0.391
0.75,0.63,0.782
0.812,0.52,0.676
0.397,0.478,0.293
0.481,0.333,0.491
0.429,0.441,0.324
0.698,0.354,0.582
0.582,0.406,0.407
0.816,0.343,0.414
0.469,0.481,0.395
0.777,0.469,0.51
0.104,0.57,0.373
0.51,0.35,0.462
0.469,0.611,0.483
0.573,0.54,0.858
0.49,0.554,0.755
0.5,0.327,0.366
0.698,0.321,0.382
0.561,0.651,0.375
0.388,0.62,0.526
0.541,0.24,0.422
0.588,0.333,0.292
0.51,0.404,0.436
0.469,0.456,0.667
0.417,0.312,0.446
0.449,0.28,0.403
0.458,0.17,0.291
0.583,0.25,0.615
0.663,0.278,0.36
0.755,0.656,0.629
0.429,0.324,0.348
0.375,0.38,0.49
0.418,0.368,0.396
0.712,0.598,0.613
0.755,0.58,0.684
0.781,0.7,0.702
0.521,0.265,0.438
0.562,0.402,0.552
0.67,0.434,0.586
0.604,0.348,0.525
0.26,0.542,0.353
0.615,0.549,0.669
0.438,0.566,0.551
0.615,0.469,0.567
0.415,0.41,0.396
0.673,0.302,0.586
0.786,0.387,0.545
0.583,0.415,0.25
0.459,0.327,0.392
0.948,0.84,0.547
0.49,0.344,0.262
0.51,0.324,0.362
0.688,0.337,0.633
0.429,0.314,0.37
0.49,0.389,0.4
0.531,0.357,0.426
0.717,0.413,0.481
0.458,0.491,0.333
0.458,0.298,0.509
0.854,0.865,0.728
0.99,0.827,0.731
0.42,0.116,0.241
0.241,0.115,0.246
0.646,0.5,0.791
0.653,0.457,0.682
0.39,0.356,0.559
0.49,0.422,0.311
0.615,0.306,0.375
0.5,0.556,0.5
0.719,0.357,0.367
0.677,0.353,0.443
0.698,0.236,0.746
0.542,0.415,0.348
0.87,0.407,0.419
0.688,0.145,0.17
0.479,0.363,0.375
0.418,0.377,0.34
0.439,0.288,0.283
0.5,0.26,0.325
0.406,0.26,0.26
0.43,0.26,0.342
0.724,0.391,0.609
0.571,0.422,0.685
0.776,0.353,0.755
0.704,0.59,0.806
0.59,0.245,0.421
0.088,0.464,0.139
0.22,0.602,0.58
0.354,0.552,0.585
0.271,0.56,0.558
0.35,0.449,0.462
0.646,0.41,0.519
0.771,0.125,0.387
0.583,0.193,0.34
0.562,0.245,0.402
0.592,0.448,0.898
0.531,0.5,0.857
0.719,0.406,0.74
0.771,0.635,0.886
0.875,0.509,0.933
0.708,0.635,0.848
0.427,0.664,0.736
0.469,0.731,0.884
0.583,0.451,0.87
0.583,0.49,0.583
0.439,0.455,0.582
0.43,0.451,0.591
0.542,0.365,0.529
0.312,0.635,0.451
0.479,0.422,0.664
0.153,0.453,0.175
0.26,0.347,0.151
0.429,0.188,0.264
0.594,0.49,0.509
0.46,0.353,0.475
0.583,0.5,0.77
0.408,0.469,0.545
0.417,0.36,0.286
0.39,0.321,0.187
0.396,0.439,0.519
0.551,0.421,0.473
0.514,0.588,0.592
0.385,0.48,0.606
0.459,0.5,0.567
0.896,0.63,0.652
0.833,0.741,0.571
0.313,0.63,0.638
0.612,0.51,0.682
0.629,0.452,0.643
0.74,0.644,0.673
0.646,0.6,0.575
0.469,0.36,0.37
0.521,0.36,0.549
0.58,0.275,0.298
0.939,0.156,0.613
0.776,0.134,0.453
0.867,0.108,0.569
0.901,0.19,0.639
0.865,0.32,0.644
0.786,0.16,0.519
0.949,0.18,0.579
0.704,0.48,0.272
0.755,0.479,0.388
0.786,0.449,0.458
0.5,0.345,0.431
0.677,0.704,0.857
0.646,0.202,0.246
0.542,0.294,0.324
0.677,0.158,0.241
0.905,0.425,0.642
0.635,0.337,0.373
0.542,0.283,0.31
0.53,0.275,0.407
0.333,0.655,0.504
0.354,0.353,0.287
0.552,0.316,0.358
0.202,0.53,0.321
0.459,0.509,0.375
0.6,0.491,0.564
0.511,0.46,0.528
0.439,0.452,0.652
0.615,0.45,0.454
0.49,0.49,0.5
0.5,0.32,0.342
0.229,0.608,0.253
0.539,0.549,0.538
0.408,0.481,0.39
0.735,0.284,0.579
0.438,0.36,0.448
0.56,0.462,0.49
0.602,0.5,0.627
0.75,0.38,0.596
0.695,0.269,0.296
0.625,0.34,0.609
0.469,0.561,0.405
0.051,0.724,0.43
0.449,0.529,0.391
0.486,0.36,0.411
0.592,0.607,0.412
0.439,0.25,0.279
0.573,0.317,0.269
0.182,0.537,0.343
0.479,0.5,0.31
0.458,0.321,0.569
0.514,0.409,0.451
0.688,0.45,0.462
0.156,0.75,0.467
0.52,0.357,0.393
0.408,0.286,0.386
0.479,0.422,0.398
0.521,0.554,0.491
0.573,0.391,0.38
0.448,0.39,0.466
0.32,0.632,0.373
0.378,0.618,0.38
0.622,0.194,0.25
0.208,0.565,0.61
0.062,0.49,0.24
0.219,0.667,0.463
0.688,0.48,0.609
0.552,0.2,0.263
0.676,0.321,0.385
0.396,0.452,0.472
0.47,0.38,0.425
0.396,0.441,0.473
0.542,0.368,0.434
0.287,0.877,0.732
0.469,0.792,0.782
0.438,0.885,0.792
0.615,0.296,0.307
0.417,0.431,0.566
0.49,0.736,0.491
0.551,0.384,0.627
0.354,0.81,0.556
0.542,0.53,0.508
0.229,0.726,0.491
0.677,0.284,0.509
0.542,0.38,0.426
0.062,0.316,0.083
0.615,0.302,0.324
0.625,0.409,0.406
0.44,0.245,0.442
0.54,0.22,0.529
0.49,0.636,0.774
0.51,0.433,0.466
0.592,0.43,0.395
0.469,0.366,0.255
0.604,0.4,0.5
0.594,0.45,0.679
0.51,0.51,0.364
0.4,0.539,0.328
0.72,0.264,0.271
0.796,0.472,0.358
0.677,0.529,0.438
0.398,0.463,0.362
0.38,0.48,0.411
0.653,0.49,0.655
0.47,0.35,0.356
0.469,0.4,0.553
0.479,0.41,0.39
0.71,0.46,0.62
0.653,0.481,0.655
0.745,0.5,0.741
0.531,0.3,0.314
0.48,0.224,0.298
0.397,0.417,0.415
0.622,0.635,0.642
0.135,0.656,0.496
0.429,0.426,0.606
0.527,0.358,0.5
0.98,0.471,0.87
0.881,0.745,0.934
0.667,0.704,0.905
0.802,0.567,0.889
0.219,0.607,0.344
0.365,0.668,0.578
0.357,0.689,0.354
0.765,0.555,0.773
0.75,0.52,0.672
0.541,0.53,0.708
0.74,0.472,0.463
0.816,0.471,0.509
0.448,0.433,0.37
0.458,0.481,0.435
0.052,0.91,0.518
0.143,0.862,0.575
0.47,0.443,0.555
0.396,0.324,0.588
0.677,0.324,0.508
0.55,0.298,0.43
0.48,0.314,0.515
0.646,0.324,0.645
0.406,0.406,0.549
0.469,0.36,0.366
0.604,0.375,0.609
0.296,0.57,0.415
0.27,0.464,0.354
0.135,0.596,0.225
0.229,0.423,0.148
0.229,0.686,0.409
0.903,0.519,0.682
0.896,0.792,0.673
0.667,0.465,0.741
0.771,0.37,0.708
0.745,0.345,0.736
0.635,0.402,0.495
0.417,0.41,0.407
0.418,0.559,0.536
0.684,0.646,0.612
0.612,0.311,0.58
0.633,0.389,0.413
0.733,0.349,0.518
0.865,0.41,0.613
0.724,0.481,0.661
0.385,0.588,0.5
0.229,0.6,0.382
0.458,0.529,0.51
0.51,0.398,0.439
0.327,0.837,0.732
0.229,0.765,0.538
0.625,0.438,0.741
0.51,0.473,0.868
0.397,0.588,0.788
0.51,0.677,0.716
0.59,0.434,0.759
0.312,0.705,0.318
0.316,0.53,0.362
0.275,0.72,0.5
0.281,0.873,0.509
0.229,0.865,0.66
0.888,0.63,0.796
0.802,0.583,0.937
0.765,0.644,0.727
0.684,0.611,0.873
0.646,0.667,0.815
0.697,0.677,0.745
0.646,0.363,0.596
0.741,0.48,0.743
0.816,0.52,0.637
0.653,0.324,0.698
0.75,0.311,0.467
0.896,0.513,0.79
0.76,0.471,0.691
0.729,0.344,0.587
0.869,0.302,0.588
0.688,0.47,0.704
0.385,0.667,0.49
0.62,0.618,0.709
0.612,0.67,0.537
0.74,0.7,0.657
0.469,0.46,0.348
0.58,0.333,0.723
0.27,0.84,0.5
0.279,0.569,0.386
0.622,0.235,0.543
0.503,0.27,0.439
0.418,0.684,0.728
0.146,0.808,0.464
0.083,0.83,0.49
0.082,0.863,0.5
0.062,0.918,0.436
0.25,0.76,0.431
0.083,0.484,0.264
0.125,0.47,0.218
0.088,0.394,0.236
0.188,0.68,0.452
0.143,0.78,0.385
0.122,0.66,0.283
0.427,0.463,0.426
0.531,0.323,0.336
0.875,0.327,0.305
0.81,0.194,0.211
0.51,0.354,0.245
0.498,0.575,0.415
0.601,0.531,0.566
0.271,0.481,0.424
0.375,0.594,0.392
0.221,0.625,0.232
0.177,0.571,0.447
0.418,0.519,0.577
0.583,0.451,0.64
0.55,0.396,0.351
0.812,0.462,0.48
0.21,0.537,0.236
0.247,0.685,0.491
0.583,0.26,0.356
0.449,0.235,0.664
0.396,0.26,0.321
0.406,0.462,0.426
0.398,0.398,0.455
0.26,0.759,0.448
0.656,0.491,0.798
0.5,0.435,0.562
0.592,0.382,0.648
0.56,0.44,0.526
0.531,0.337,0.542
0.645,0.3,0.482
0.541,0.362,0.292
0.915,0.75,0.918
0.625,0.721,0.848
0.561,0.573,0.561
0.531,0.429,0.302
0.42,0.361,0.452
0.812,0.426,0.717
0.704,0.463,0.623
0.745,0.412,0.801
0.39,0.5,0.491
0.684,0.316,0.72
0.688,0.27,0.655
0.719,0.275,0.713
0.684,0.255,0.64
0.173,0.394,0.24
0.541,0.37,0.384
0.173,0.904,0.291
0.653,0.481,0.594
0.729,0.344,0.418
0.542,0.435,0.536
0.646,0.425,0.519
0.49,0.519,0.455
0.561,0.398,0.565
0.695,0.402,0.512
0.115,0.592,0.202
0.333,0.49,0.352
0.5,0.306,0.407
0.438,0.48,0.427
0.429,0.539,0.37
0.729,0.327,0.431
0.78,0.5,0.495
0.677,0.353,0.358
0.714,0.481,0.562
0.761,0.429,0.564
0.63,0.431,0.36
0.417,0.456,0.436
0.459,0.439,0.455
0.63,0.264,0.314
0.62,0.406,0.537
0.378,0.41,0.481
0.75,0.52,0.607
0.531,0.337,0.775
0.583,0.49,0.843
0.635,0.538,0.693
0.582,0.415,0.664
0.51,0.418,0.62
0.521,0.451,0.519
0.643,0.5,0.543
0.469,0.265,0.4
0.806,0.491,0.573
0.704,0.343,0.438
0.625,0.471,0.472
0.625,0.423,0.38
0.5,0.464,0.525
0.74,0.518,0.67
0.534,0.34,0.609
0.365,0.615,0.451
0.33,0.557,0.471
0.593,0.449,0.288
0.344,0.45,0.291
0.365,0.704,0.449
0.561,0.529,0.42
0.257,0.729,0.598
0.625,0.47,0.375
0.704,0.481,0.476
0.714,0.308,0.462
0.653,0.24,0.405
0.802,0.491,0.483
0.88,0.402,0.368
0.646,0.245,0.367
0.615,0.269,0.319
0.083,0.724,0.292
0.594,0.433,0.35
0.583,0.279,0.445
0.365,0.67,0.611
0.76,0.34,0.482
0.343,0.368,0.324
0.688,0.224,0.276
0.541,0.365,0.412
0.438,0.49,0.343
0.271,0.472,0.358
0.54,0.443,0.25
0.39,0.333,0.339
0.347,0.449,0.3
0.133,0.529,0.221
0.427,0.41,0.452
0.461,0.32,0.539
0.469,0.423,0.468
0.34,0.559,0.446
0.531,0.404,0.569
0.708,0.522,0.625
0.573,0.407,0.368
0.24,0.685,0.375
0.583,0.33,0.684
0.385,0.339,0.296
0.663,0.128,0.195
0.5,0.179,0.25
0.688,0.68,0.736
0.146,0.7,0.536
0.245,0.37,0.274
0.438,0.346,0.39
0.582,0.64,0.442
0.34,0.632,0.339
0.25,0.788,0.345
0.583,0.225,0.312
0.677,0.316,0.245
0.541,0.49,0.391
0.459,0.3,0.308
0.375,0.279,0.345
0.444,0.361,0.346
0.806,0.269,0.471
0.663,0.265,0.269
0.633,0.39,0.508
0.365,0.37,0.361
0.583,0.443,0.528
0.686,0.333,0.321
0.57,0.354,0.373
0.61,0.459,0.393
0.796,0.618,0.802
0.698,0.306,0.426
0.448,0.43,0.366
0.541,0.34,0.33
0.36,0.529,0.379
0.479,0.337,0.411
0.569,0.442,0.398
0.48,0.403,0.418
0.365,0.337,0.405
0.347,0.481,0.349
0.417,0.5,0.426
0.296,0.792,0.567
0.219,0.799,0.575
0.156,0.74,0.559
0.714,0.5,0.443
0.354,0.462,0.268
0.102,0.888,0.543
0.24,0.651,0.459
0.378,0.547,0.398
0.18,0.587,0.441
0.208,0.622,0.423
0.255,0.617,0.4
0.643,0.336,0.305
0.17,0.9,0.677
0.398,0.48,0.5
0.408,0.396,0.278
0.551,0.279,0.255
0.521,0.431,0.465
0.51,0.673,0.704
0.312,0.58,0.529
0.177,0.775,0.508
0.458,0.35,0.596
0.48,0.36,0.635
0.219,0.49,0.232
0.358,0.653,0.47
0.469,0.424,0.384
0.406,0.365,0.442
0.16,0.398,0.114
0.458,0.382,0.44
0.582,0.471,0.536
0.521,0.373,0.364
0.562,0.537,0.325
0.847,0.39,0.295
0.635,0.735,0.682
0.719,0.52,0.364
0.388,0.442,0.5
0.573,0.261,0.398
0.52,0.306,0.365
0.643,0.46,0.528
0.375,0.433,0.443
0.64,0.317,0.491
0.408,0.231,0.228
0.135,0.716,0.436
0.083,0.596,0.355
0.48,0.33,0.417
0.5,0.167,0.311
0.698,0.337,0.424
0.365,0.806,0.711
0.292,0.529,0.306
0.646,0.54,0.733
0.51,0.356,0.386
0.667,0.606,0.575
0.698,0.404,0.832
0.704,0.462,0.655
0.604,0.5,0.62
0.724,0.318,0.658
0.427,0.28,0.333
0.552,0.321,0.371
0.74,0.385,0.729
0.76,0.469,0.868
0.894,0.462,0.705
0.73,0.18,0.371
0.573,0.585,0.575
0.604,0.45,0.634
0.635,0.343,0.595
0.52,0.333,0.42
0.474,0.398,0.36
0.438,0.264,0.255
0.49,0.269,0.32
0.542,0.471,0.402
0.716,0.359,0.556
0.583,0.245,0.366
0.611,0.316,0.4
0.562,0.458,0.457
0.602,0.34,0.718
0.576,0.368,0.433
0.75,0.518,0.702
0.49,0.461,0.469
0.448,0.7,0.745
0.686,0.245,0.219
0.816,0.813,0.546
0.705,0.451,0.57
0.714,0.404,0.51
0.812,0.765,0.358
0.724,0.51,0.575
0.656,0.559,0.639
0.673,0.582,0.5
0.646,0.9,0.519
0.557,0.688,0.644
0.892,0.688,0.463
0.888,0.62,0.435
0.719,0.729,0.426
0.878,0.509,0.398
0.622,0.716,0.55
0.698,0.481,0.475
0.844,0.661,0.38
0.708,0.602,0.277
0.76,0.596,0.566
0.672,0.55,0.667
0.69,0.346,0.529
0.633,0.491,0.517
0.177,0.596,0.195
0.939,0.31,0.673
0.939,0.548,0.795
0.917,0.449,0.788
0.948,0.529,0.669
0.939,0.74,0.682
0.896,0.654,0.705
0.49,0.345,0.316
0.534,0.318,0.436
0.719,0.49,0.764
0.719,0.63,0.658
0.573,0.356,0.598
0.833,0.735,0.745
0.827,0.612,0.824
0.531,0.454,0.596
0.646,0.602,0.547
0.333,0.405,0.395
0.625,0.37,0.44
0.36,0.46,0.5
0.561,0.334,0.441
0.45,0.52,0.547
0.438,0.346,0.473
0.449,0.481,0.439
0.385,0.475,0.349
0.469,0.567,0.51
0.677,0.427,0.458
0.438,0.42,0.431
0.439,0.434,0.191
0.531,0.56,0.456
0.552,0.49,0.355
0.562,0.531,0.518
0.458,0.559,0.741
0.375,0.583,0.474
0.816,0.817,0.88
0.531,0.356,0.473
0.724,0.306,0.17
0.656,0.286,0.284
0.448,0.5,0.554
0.327,0.51,0.448
0.469,0.427,0.441
0.469,0.323,0.375
0.302,0.75,0.36
0.385,0.48,0.387
0.406,0.429,0.353
0.125,0.894,0.574
0.307,0.69,0.55
0.365,0.51,0.373
0.56,0.432,0.564
0.683,0.473,0.587
0.625,0.265,0.318
0.406,0.675,0.731
0.458,0.32,0.324
0.561,0.245,0.38
0.337,0.52,0.5
0.208,0.608,0.324
0.24,0.673,0.612
0.315,0.857,0.632
0.302,0.824,0.526
0.458,0.275,0.34
0.551,0.231,0.343
0.594,0.279,0.306
0.48,0.396,0.339
0.627,0.365,0.702
0.81,0.27,0.571
0.833,0.388,0.418
0.827,0.35,0.556
0.86,0.269,0.548
0.802,0.327,0.518
0.833,0.306,0.353
0.697,0.235,0.629
0.48,0.426,0.368
0.646,0.444,0.518
0.49,0.193,0.431
0.408,0.706,0.569
0.583,0.382,0.5
0.055,0.353,0.111
0.469,0.651,0.438
0.677,0.202,0.708
0.083,0.76,0.573
0.057,0.808,0.402
0.094,0.837,0.526
0.102,0.87,0.533
0.365,0.713,0.475
0.48,0.689,0.398
0.365,0.48,0.538
0.468,0.261,0.5
0.51,0.472,0.5
0.418,0.398,0.368
0.133,0.75,0.652
0.458,0.77,0.83
0.479,0.816,0.858
0.542,0.708,0.898
0.53,0.74,0.727
0.324,0.735,0.833
0.296,0.452,0.409
0.604,0.412,0.533
0.667,0.413,0.491
0.927,0.378,0.562
0.875,0.353,0.618
0.365,0.581,0.798
0.347,0.73,0.875
0.323,0.551,0.863
0.25,0.528,0.855
0.268,0.583,0.802
0.604,0.451,0.426
0.552,0.5,0.554
0.622,0.212,0.292
0.448,0.598,0.602
0.173,0.66,0.48
0.062,0.694,0.445
0.582,0.36,0.415
0.271,0.784,0.544
0.479,0.27,0.366
0.365,0.647,0.563
0.49,0.558,0.557
0.427,0.441,0.528
0.427,0.491,0.602
0.438,0.33,0.393
0.429,0.592,0.558
0.448,0.491,0.413
0.5,0.571,0.409
0.49,0.265,0.231
0.52,0.337,0.358
0.74,0.38,0.689
0.29,0.45,0.534
0.5,0.5,0.396
0.625,0.363,0.723
0.584,0.424,0.704
0.5,0.377,0.373
0.812,0.413,0.315
0.541,0.337,0.302
0.355,0.36,0.347
0.5,0.413,0.301
0.469,0.387,0.21
0.625,0.356,0.598
0.163,0.43,0.172
0.156,0.358,0.087
0.077,0.62,0.196
0.673,0.51,0.491
0.875,0.441,0.231
0.6,0.375,0.636
0.42,0.509,0.411
0.635,0.392,0.357
0.347,0.51,0.385
0.667,0.3,0.364
0.88,0.676,0.731
0.896,0.784,0.861
0.75,0.771,0.745
0.615,0.423,0.667
0.52,0.63,0.725
0.562,0.31,0.349
0.535,0.324,0.388
0.388,0.421,0.367
0.427,0.271,0.342
0.37,0.45,0.333
0.521,0.602,0.5
0.234,0.483,0.333
0.344,0.915,0.421
0.302,0.923,0.519
0.23,0.896,0.5
0.323,0.921,0.481
0.312,0.343,0.402
0.385,0.37,0.264
0.573,0.229,0.274
0.55,0.409,0.513
0.615,0.356,0.582
0.49,0.49,0.445
0.583,0.347,0.547
0.571,0.375,0.654
0.602,0.364,0.418
0.625,0.28,0.498
0.5,0.353,0.382
0.521,0.444,0.366
0.536,0.364,0.398
0.698,0.186,0.467
0.735,0.298,0.445
0.656,0.529,0.457
0.427,0.33,0.361
0.469,0.385,0.316
0.823,0.337,0.75
0.615,0.41,0.62
0.604,0.451,0.538
0.615,0.49,0.795
0.959,0.51,0.855
0.94,0.5,0.808
0.969,0.645,0.795
0.959,0.549,0.87
0.398,0.51,0.473
0.67,0.59,0.727
0.327,0.884,0.611
0.461,0.593,0.612
0.677,0.676,0.848
0.279,0.648,0.696
0.48,0.573,0.773
0.816,0.481,0.596
0.688,0.316,0.548
0.448,0.4,0.5
0.408,0.471,0.306
0.52,0.426,0.548
0.56,0.471,0.527
0.765,0.245,0.411
0.822,0.292,0.39
0.542,0.275,0.365
0.51,0.385,0.517
0.565,0.46,0.683
0.232,0.441,0.43
0.643,0.482,0.455
0.296,0.486,0.42
0.316,0.408,0.451
0.439,0.327,0.402
0.448,0.569,0.414
0.487,0.3,0.409
0.487,0.47,0.694
0.562,0.309,0.598
0.5,0.186,0.294
0.765,0.326,0.431
0.469,0.314,0.472
0.541,0.235,0.265
0.69,0.271,0.309
0.708,0.745,0.879
0.698,0.784,0.907
0.806,0.625,0.84
0.378,0.51,0.375
0.344,0.294,0.283
0.5,0.4,0.417
0.621,0.561,0.433
0.646,0.58,0.295
0.469,0.336,0.375
0.573,0.417,0.482
0.594,0.286,0.422
0.367,0.373,0.317
0.438,0.23,0.271
0.48,0.375,0.314
0.49,0.657,0.518
0.57,0.337,0.443
0.333,0.843,0.731
0.448,0.57,0.375
0.458,0.354,0.202
0.263,0.471,0.27
0.333,0.48,0.393
0.071,0.519,0.183
0.375,0.44,0.426
0.521,0.25,0.194
0.52,0.375,0.42
0.323,0.39,0.211
0.719,0.67,0.953
0.865,0.83,0.991
0.854,0.724,0.935
0.63,0.755,0.787
0.125,0.5,0.328
0.49,0.65,0.406
0.235,0.567,0.309
0.677,0.429,0.635
0.71,0.49,0.608
0.622,0.402,0.588
0.684,0.582,0.639
0.612,0.605,0.58
0.713,0.49,0.616
0.704,0.497,0.684
0.573,0.433,0.637
0.673,0.183,0.415
0.776,0.387,0.658
0.95,0.441,0.721
0.851,0.5,0.638
0.833,0.377,0.672
0.878,0.491,0.75
0.875,0.445,0.788
0.906,0.557,0.623
0.683,0.547,0.435
0.571,0.69,0.389
0.488,0.324,0.39
0.438,0.439,0.593
0.714,0.127,0.627
0.745,0.217,0.604
0.52,0.404,0.445
0.646,0.235,0.415
0.479,0.442,0.51
0.602,0.48,0.702
0.551,0.388,0.741
0.646,0.604,0.795
0.541,0.555,0.491
0.107,0.54,0.273
0.625,0.52,0.406
0.449,0.587,0.548
0.615,0.566,0.552
0.594,0.52,0.598
0.574,0.392,0.721
0.456,0.442,0.663
0.448,0.48,0.636
0.521,0.433,0.724
0.469,0.46,0.594
0.375,0.431,0.527
0.531,0.324,0.418
0.917,0.5,0.726
0.198,0.784,0.396
0.417,0.77,0.5
0.454,0.663,0.531
0.429,0.651,0.514
0.833,0.358,0.769
0.816,0.388,0.714
0.677,0.431,0.875
0.333,0.552,0.417
0.398,0.61,0.324
0.58,0.672,0.783
0.143,0.76,0.777
0.083,0.865,0.731
0.635,0.415,0.593
0.365,0.48,0.541
0.635,0.344,0.465
0.615,0.486,0.654
0.312,0.296,0.42
0.463,0.647,0.679
0.562,0.635,0.585
0.479,0.454,0.736
0.646,0.615,0.738
0.667,0.529,0.661
0.469,0.481,0.509
0.531,0.571,0.483
0.656,0.611,0.716
0.684,0.702,0.857
0.68,0.596,0.827
0.673,0.61,0.857
0.688,0.676,0.732
0.521,0.426,0.722
0.642,0.461,0.636
0.459,0.375,0.557
0.698,0.451,0.809
0.76,0.385,0.536
0.806,0.433,0.687
0.792,0.5,0.72
